Compound,MW,LogP,HBD,HBA,Aromatic_Ring_Number,TPSA,RotB,QED,Formal_Charge,SA_score,PAINS,BRENK,NIH,Solubility_AqSolDB,hERG,Caco2_Wang,BBB_Martins,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,PAMPA_NCATS,PPBR_AZ,Structural_flag,ADMET_flag
CC(C)(Cc1ccccc1)C(=O)NCc1cnc(Br)cn1,348.24,3.12,1,3,2,54.88,5,0.9,0,2.43,False,False,False,-3.37,0.31,-4.79,0.97,78.32,63.02,0.99,85.89,False,True
O=C(NCCc1nsc2ccccc12)C(F)C1CCS(=O)(=O)CC1,370.47,2.12,1,5,2,76.13,5,0.87,0,3.45,False,False,False,-2.95,0.38,-4.77,0.92,34.72,23.74,0.91,72.85,False,True
CN(C)S(=O)(=O)N1CC(NC(=O)NCc2cnn(C3CCCCC3)c2)C1,384.51,0.68,2,4,1,99.57,6,0.75,0,2.68,False,False,False,-2.54,0.46,-5.56,0.65,27.01,51.72,0.76,65.87,False,True
COCC(C)(NC(=O)c1cc(C2CCCCC2)n[nH]1)c1nnn[nH]1,333.4,1.26,3,6,2,121.47,6,0.73,0,3.82,False,False,False,-3.82,0.13,-5.77,0.65,24.38,30.31,0.78,84.18,False,True
CC(C)(C)c1ccc(C(=O)CCC(=O)NCc2cc(Br)ccc2I)cc1,528.23,5.63,1,2,2,46.17,6,0.39,0,2.21,False,True,False,-6.21,0.81,-4.92,0.89,112.14,116.76,0.93,103.4,True,True
CC(C)(C)OC(=O)N1CC(CONC(=O)NCc2nc3c(s2)CCCCC3)C1,410.54,3.01,2,6,1,92.79,5,0.57,0,2.87,False,True,False,-4.05,0.49,-4.78,0.9,106.0,106.29,0.98,95.14,True,True
Cc1ccc(-c2cnc(C(=O)OCC(=O)N(C)Cc3ccc(Cl)c(Cl)c3)nc2)cc1,444.32,4.57,0,5,3,72.39,6,0.52,0,2.31,False,False,False,-5.17,0.8,-4.92,0.93,120.49,122.72,0.98,100.63,False,True
Cc1cccc(CN(C)C(=O)CCNc2oc(C)nc2-c2nnn[nH]2)c1,355.4,1.93,2,7,3,112.83,7,0.67,0,2.97,False,False,False,-3.6,0.56,-5.38,0.84,60.49,50.71,0.93,90.72,False,True
CN(CC(=O)OCc1cc(F)ccc1C(F)(F)F)c1ccnc(Cl)n1,377.73,3.47,0,5,2,55.32,5,0.45,0,2.63,False,False,False,-4.41,0.63,-4.63,0.97,65.34,59.54,0.99,95.14,False,True
O=C(CNC(=O)NCc1nc(-c2cccc(Br)c2)n[nH]1)Nc1ccccc1Br,508.17,3.43,4,4,3,111.8,6,0.41,0,2.35,False,False,False,-4.9,0.69,-5.29,0.73,29.07,29.82,0.79,98.87,True,True
CS(=O)(=O)NCC1CN(Cc2[nH]nnc2-c2ccccc2)CCO1,351.43,0.22,2,6,2,100.21,6,0.77,0,3.22,False,False,False,-2.66,0.25,-5.44,0.94,31.12,29.86,0.81,64.08,False,True
Cc1csc(C(C)C(=O)NNc2c(F)cccc2Cl)n1,313.79,3.49,2,4,2,54.02,4,0.85,0,3.02,False,True,False,-2.86,0.36,-4.47,0.85,54.29,36.28,0.95,76.85,True,True
CCOc1ccccc1-c1noc(=O)n1CC(O)COc1ccccc1,356.38,2.34,1,6,3,86.72,8,0.67,0,2.68,False,False,False,-4.28,0.73,-4.61,0.95,61.52,40.73,0.96,96.17,False,True
NS(=O)(=O)CC1CCN1C(=O)COc1cccc(O)c1,300.34,-0.34,2,5,1,109.93,5,0.77,0,2.92,False,False,False,-1.53,0.11,-5.33,0.63,59.93,35.22,0.25,52.75,True,True
Cc1cc(C)c(NS(=O)(=O)c2ccoc2C#N)c(Br)c1,355.21,3.33,1,4,2,83.1,3,0.92,0,2.85,False,False,False,-4.78,0.22,-4.57,0.6,62.79,55.94,0.92,98.62,False,True
CC(SCc1nc(C(=O)O)cs1)c1ccc(Cl)c(Cl)c1,348.28,5.14,1,4,2,50.19,5,0.81,0,2.92,False,False,False,-3.46,0.22,-4.78,0.3,51.92,20.61,0.73,95.7,True,True
CCc1cnc(-c2cn(CCOc3ccccc3OC)nn2)s1,330.41,3.05,0,6,3,62.06,7,0.67,0,2.43,False,False,False,-4.52,0.39,-4.78,0.94,131.79,110.2,0.99,99.06,False,True
O=S1(=O)CCN(CC(O)Cc2cccc(F)c2)CCC1c1ccccc1,377.48,2.59,1,4,2,57.61,5,0.87,0,3.21,False,False,False,-2.21,0.93,-4.79,0.97,37.71,8.72,0.89,65.97,False,True
CS(=O)(=O)CCCS(=O)(=O)Nc1ccc(OC2CCCCC2O)cc1,391.51,1.55,2,6,1,109.77,8,0.7,0,3.11,False,False,False,-3.4,0.36,-4.88,0.62,54.52,32.38,0.61,72.46,False,True
CN(Cc1nncn1C)C(=O)Nc1cn(C)nc1C(F)(F)Cl,333.73,1.5,1,4,2,80.87,4,0.86,0,3.11,False,True,False,-1.38,0.06,-5.12,0.94,21.1,11.08,0.91,39.92,True,True
N#Cc1cc(OC(=O)C=Cc2cccc([N+](=O)[O-])c2)cc2ccccc12,344.33,4.24,0,5,3,93.23,4,0.23,0,2.32,False,True,False,-6.74,0.25,-4.5,0.48,127.91,112.27,0.93,106.53,True,True
Cc1ccnc(-c2noc(C3CCN(Cc4ccccc4)C3)n2)n1,321.38,2.82,0,6,3,67.94,4,0.74,0,2.72,False,False,False,-2.7,0.91,-4.99,0.99,22.27,17.43,0.99,73.28,False,True
CC(C)(c1cccnc1)c1cn(-c2ncc(Br)cn2)nn1,345.2,2.54,0,5,3,69.38,3,0.73,0,2.9,False,False,False,-3.29,0.16,-4.95,0.84,71.16,57.68,0.98,83.88,False,True
Cc1ccc(NC(=O)CC(C)Nc2cncc([Si](C)(C)C)c2)cc1Cl,375.98,4.42,2,3,2,54.02,6,0.73,0,3.1,False,True,False,-5.6,0.88,-5.04,0.65,89.75,93.05,0.96,101.36,True,True
O=C(NCC(c1ccccc1)c1nc[nH]n1)NC1CCC=CCC1,325.42,2.73,3,3,2,82.7,5,0.74,0,3.43,False,True,False,-3.22,0.42,-5.53,0.65,19.44,13.93,0.76,76.91,True,True
CC(C)CCOc1ccccc1NC(=O)C(=O)NOC1CCCCO1,350.42,2.62,2,5,1,85.89,7,0.58,0,2.91,False,True,True,-4.32,0.3,-4.69,0.9,85.96,76.82,0.95,93.14,True,True
O=C(NC1CSCCSC1)c1ccnc(Oc2ccccc2)c1,346.48,3.45,1,5,2,51.22,4,0.92,0,2.51,False,False,False,-4.59,0.27,-4.69,0.91,80.3,47.57,0.96,96.27,False,True
O=c1cc(S(=O)(=O)NCCc2nc(-c3ccncc3)cs2)cc[nH]1,362.44,1.41,2,6,3,104.81,6,0.69,0,2.58,False,False,False,-3.04,0.51,-5.3,0.6,39.74,20.61,0.7,73.48,False,True
COc1cc(SC)ccc1NC(=S)Nc1cnn(C)c1,308.43,2.96,2,4,2,51.11,4,0.67,0,2.3,False,True,False,-4.61,0.55,-4.86,0.8,66.94,65.1,0.98,90.28,True,True
Cc1ccc(C=CC(=O)NCc2nc(C)c(C(=O)O)o2)cn1,301.3,1.71,2,5,2,105.32,5,0.81,0,2.63,False,True,False,-2.03,0.04,-5.42,0.47,6.82,-4.42,0.11,68.61,True,True
N#Cc1ccc(CC(=O)NCc2ncn(CC(=O)O)n2)cn1,300.28,-0.51,2,6,2,133.79,6,0.73,0,2.74,False,False,False,-2.27,0.0,-5.81,0.39,-13.12,-8.13,0.02,55.45,True,True
O=C(CN1CCS(=O)(=O)CC1)Nn1cnnc1-c1ccccc1,335.39,-0.25,1,6,2,97.19,4,0.83,0,2.66,False,False,False,-2.21,0.06,-5.22,0.85,27.2,7.08,0.53,53.23,True,True
CCC(CC)c1cc(CNC(=O)NC(c2noc(O)n2)C(C)(C)C)on1,365.43,3.25,3,7,2,126.31,7,0.69,0,3.73,False,False,False,-3.5,0.23,-5.37,0.21,35.76,42.98,0.67,87.03,False,True
C=CCn1cc(CNc2cc(NC)nc(-c3ccoc3)n2)nn1,311.35,2.17,2,7,3,93.69,7,0.65,0,3.0,False,True,False,-4.28,0.66,-5.15,0.83,50.15,40.55,0.94,90.65,True,True
Cc1ccc(C(=O)NCCNC(=O)c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2)cc1,458.44,4.85,2,4,3,76.66,8,0.47,0,2.05,False,True,False,-6.14,0.64,-4.81,0.74,35.58,38.94,0.92,102.54,True,True
Cc1nc(-n2cccc2)sc1C(=O)NS(=O)(=O)Cc1ncon1,353.39,0.89,1,8,3,119.98,5,0.72,0,3.1,False,False,False,-2.55,0.12,-5.3,0.64,10.21,2.52,0.75,83.77,False,False
CN(Cc1ncccn1)C(=O)NC(C)(C)C(F)(F)c1ccccc1,334.37,3.19,1,3,2,58.12,5,0.91,0,2.66,False,False,False,-3.1,0.47,-4.83,0.84,32.99,38.24,0.95,75.05,False,True
COc1ccsc1CNC(=O)Nc1cscc1Cl,302.81,3.79,2,4,2,50.36,4,0.9,0,2.81,False,False,False,-4.3,0.56,-4.7,0.87,120.81,95.97,0.97,94.45,False,True
Cn1c(=O)n(CCSc2ccc(Cl)cc2)c2ccsc21,324.86,3.85,0,3,3,26.93,4,0.68,0,2.52,False,False,False,-5.1,0.57,-4.48,0.94,114.16,85.16,0.96,97.06,False,True
CCn1nc(C)c(CNc2cnc(C(F)(F)F)cc2OC)n1,315.3,2.64,1,5,2,64.86,5,0.92,0,2.97,False,False,False,-2.88,0.39,-4.82,0.98,31.96,29.3,0.99,75.45,False,True
O=S(=O)(Nc1cnc(Oc2ccccc2)nc1)C1CC2(CCOCC2)C1,375.45,2.97,1,6,2,90.41,5,0.86,0,3.23,False,False,False,-3.86,0.29,-4.98,0.87,31.3,8.28,0.92,91.05,False,True
Cc1cncc(C)c1C(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1,305.72,3.51,1,4,2,85.13,3,0.69,0,2.21,False,True,False,-4.4,0.45,-4.62,0.78,83.07,62.14,0.97,90.41,True,True
CC(C)C(NS(C)(=O)=O)C(=O)OCc1c[nH]c(=O)c2ccccc12,352.41,1.15,2,5,2,105.33,6,0.76,0,2.84,False,False,False,-2.65,0.23,-5.02,0.81,44.35,33.3,0.83,69.47,False,True
O=c1c(F)c(Br)ccn1CCOc1cc(Cl)ccc1Cl,381.03,4.14,0,2,2,31.23,4,0.8,0,2.4,False,False,False,-4.75,0.49,-4.34,0.94,100.25,73.08,0.96,92.02,False,True
C=Cc1cnc(NC(=O)C2(OC)CCS(=O)(=O)CC2)nc1,311.36,0.65,1,6,1,98.25,4,0.88,0,3.27,False,False,False,-2.86,0.08,-4.87,0.68,29.23,19.96,0.28,64.43,False,True
COc1ccc(O)c(C(=O)NOc2ccc(Br)cc2)c1,338.16,2.89,2,4,2,67.79,4,0.84,0,2.13,False,True,False,-5.08,0.43,-4.71,0.61,107.09,76.47,0.92,99.02,True,True
Cc1cc(CSCc2nnn(C)n2)nc(-c2ccc(Cl)cc2)n1,346.85,3.06,0,6,3,69.38,5,0.71,0,2.63,False,False,False,-3.72,0.58,-5.15,0.97,31.72,15.77,0.99,93.33,False,True
COc1cncc(CSc2nncn2Cc2ccco2)c1,302.36,2.62,0,6,3,65.97,6,0.65,0,2.5,False,False,False,-2.31,0.32,-4.8,0.85,109.75,71.65,0.95,73.13,False,True
O=C(COC(=O)c1ccccc1-n1nccn1)Nc1cccc([N+](=O)[O-])c1,367.32,1.97,1,7,3,129.25,6,0.4,0,2.26,False,True,False,-5.73,0.61,-4.78,0.83,126.77,113.99,0.95,102.06,True,True
CC(C(=O)Nc1ncncc1-c1ccc(Br)cc1)N1CCP(C)(=O)CC1,437.28,3.54,1,5,2,75.19,4,0.74,0,3.46,False,True,False,-3.05,0.84,-5.01,0.85,13.55,11.84,0.91,74.77,True,True
COCc1noc(C(C)NC(=O)CCNc2ncccn2)n1,306.33,0.69,2,8,2,115.06,8,0.73,0,2.94,False,False,False,-1.33,0.09,-5.25,0.68,36.04,16.05,0.58,40.07,False,True
CC(C)(C)c1ccc(COC(=O)c2ccc3noc(-c4ccccc4)c3c2)cc1,385.46,6.15,0,4,4,52.33,4,0.4,0,2.12,False,False,False,-6.93,0.49,-5.01,0.75,151.77,165.24,0.89,108.17,True,True
CCC(NC(=O)NC(C)S(C)(=O)=O)C(c1ccc(C)cc1)n1cncn1,379.49,1.64,2,5,2,105.98,7,0.76,0,3.85,False,False,False,-1.88,0.46,-5.93,0.4,3.2,19.15,0.75,58.67,False,False
O=C(OCc1ccsc1Br)c1nc[nH]c(=O)c1Br,394.04,2.71,1,5,2,72.05,3,0.81,0,3.07,False,False,False,-3.72,0.11,-4.62,0.82,87.55,57.64,0.96,94.46,False,True
Cc1cc(CNCc2cc(Br)ccc2Cl)nc(C)n1,340.65,3.8,1,3,2,37.81,4,0.92,0,2.23,False,False,False,-2.26,0.81,-4.75,0.96,46.3,12.05,0.96,77.12,False,True
Cc1cc(I)ccc1CNC(=O)CCc1cnc2ncnn2c1,421.24,2.29,1,4,3,72.18,5,0.64,0,2.63,False,True,False,-3.71,0.24,-5.13,0.9,59.11,38.05,0.94,91.7,True,True
O=C(Nc1cnc(CC2CC2)nc1)N1CCS(=O)(=O)NC1,311.37,0.15,2,5,1,104.29,3,0.83,0,3.2,False,False,False,-2.3,0.08,-5.33,0.83,14.95,11.13,0.47,54.96,False,True
O=C(Cn1cccc(I)c1=O)c1ccc(Cl)s1,379.61,3.05,0,3,2,39.07,3,0.61,0,2.51,False,True,False,-4.14,0.29,-4.38,0.88,79.2,48.68,0.95,92.05,True,True
CCOC(=O)CCCCCc1cccc(OC(=O)c2ccc3sc4ccccc4c3c2)c1,446.57,6.94,0,5,4,52.6,9,0.16,0,2.22,False,True,False,-7.18,0.53,-4.92,0.82,147.2,154.26,0.86,109.46,True,True
COCc1nsc(NC(=O)c2cnc(C3CCCCC3)s2)n1,338.46,3.44,1,7,2,77.0,5,0.9,0,2.75,False,False,False,-4.27,0.45,-4.83,0.8,81.81,67.94,0.98,95.27,False,True
COc1ncc(CSc2cc(C)c(C)cc2N)cc1Br,353.28,4.34,1,4,2,48.14,4,0.66,0,2.56,False,True,False,-5.44,0.77,-4.7,0.92,129.8,109.64,0.98,100.86,True,True
CN(Cc1cc(Cl)ncc1Cl)C(=O)Nc1cnsc1,317.2,3.51,1,4,2,58.12,3,0.88,0,3.04,False,True,False,-3.15,0.38,-4.77,0.84,85.82,58.0,0.95,83.19,True,True
CN(C)c1ccc(Oc2ncc(C(=O)NC3CCC(NC(=O)OC(C)(C)C)CC3)cn2)cc1,455.56,3.9,2,7,2,105.68,6,0.68,0,2.49,False,False,False,-4.38,0.73,-4.95,0.46,18.58,36.78,0.94,91.19,False,True
CN(Cc1ccc(C(C)(C)C)cc1)C(=O)Cc1cscc1-c1nnn[nH]1,369.49,3.43,1,5,3,74.77,5,0.75,0,2.85,False,False,False,-4.1,0.78,-5.23,0.71,63.21,63.07,0.96,94.93,False,True
CCCCCCc1ccc(C(=O)C(C)N2CCS(=O)(=O)NC2)cc1,352.5,2.57,1,4,1,66.48,8,0.58,0,3.12,False,True,False,-4.05,0.83,-4.8,0.94,74.22,64.23,0.97,95.17,True,True
Cn1c(C(=O)NCc2cnsn2)cc(Br)c1Br,380.06,2.33,1,4,2,59.81,3,0.89,0,3.21,False,False,False,-4.17,0.19,-4.62,0.94,70.6,53.22,0.99,91.01,False,True
CC(C)c1ccccc1CSc1ccc(-n2ccc(-c3ccccc3)n2)nn1,386.52,5.75,0,4,4,43.6,6,0.4,0,2.44,False,False,False,-6.24,0.7,-5.18,0.79,120.87,128.99,0.89,103.58,True,True
O=C(CSc1nccn1Cc1ccccn1)c1sccc1Cl,349.87,4.02,0,5,3,47.78,6,0.5,0,2.54,False,False,False,-3.69,0.62,-4.65,0.82,137.09,107.23,0.95,89.67,False,True
CC(C)COc1cccc(OCC(=O)NS(=O)(=O)C2CCCc3ccccc32)c1,417.53,3.62,1,5,2,81.7,8,0.71,0,2.94,False,False,False,-4.5,0.6,-4.85,0.72,36.72,36.06,0.9,105.12,False,True
C=C(C)CN1CCN(Cc2ccc(COc3cccc(Cl)c3C)o2)CC1=O,388.9,4.04,0,4,2,45.92,7,0.67,0,2.57,False,True,False,-5.42,0.9,-4.59,0.98,137.41,125.28,0.98,100.31,True,True
Cc1nc(C(F)(F)F)c(Cn2ccc(I)cc2=O)s1,400.16,3.28,0,3,2,34.89,2,0.73,0,3.04,False,True,False,-3.55,0.26,-4.52,0.92,44.57,18.87,0.96,87.37,True,True
CC(C)(C)CC(=NNC(=O)c1cccnn1)c1ccc(Br)cc1,375.27,3.81,1,4,2,67.24,4,0.65,0,2.58,False,True,False,-5.71,0.48,-4.75,0.85,87.6,81.66,0.98,99.56,True,True
CN(CCc1cnccn1)C(=O)NC(C)(C)c1ccc(Cl)cc1,332.84,3.25,1,3,2,58.12,5,0.91,0,2.45,False,False,False,-2.8,0.74,-4.71,0.84,72.54,43.71,0.96,78.25,False,True
Brc1cc(NCc2n[nH]cc2-c2ccccc2)c2c(c1)OCO2,372.22,4.18,2,4,3,59.17,4,0.72,0,2.78,False,False,False,-5.37,0.92,-4.89,0.84,85.32,69.03,0.94,100.52,False,True
FC(F)(F)C(F)(F)Oc1ccc(CN2CCCCCC2C=Cc2ccccc2)cc1,425.44,6.68,0,2,2,12.47,6,0.48,0,3.01,False,True,False,-5.9,0.93,-4.94,0.96,81.06,80.7,0.89,100.35,True,True
COC(=O)C1C(C(=O)OC)C1C(=O)Oc1ccc(CC2CCC2)cc1,346.38,2.14,0,6,1,78.9,6,0.58,0,3.07,False,True,False,-4.22,0.45,-4.42,0.84,81.37,63.17,0.93,95.25,True,True
Clc1ccc2ccc(Oc3ccc4c(c3)OCCO4)nc2c1Cl,348.19,5.11,0,4,3,40.58,2,0.65,0,2.26,False,False,False,-6.36,0.37,-4.51,0.88,115.52,89.14,0.96,102.37,True,True
c1cc(CSCC2COCCO2)ncc1OC1CCCC1,309.43,3.05,0,5,1,40.58,6,0.81,0,3.12,False,False,False,-3.34,0.47,-4.59,0.98,109.92,76.81,0.99,83.36,False,True
CCc1ccc(C(C)(C)CNC(=O)c2cccc3nonc23)cc1,323.4,3.49,1,4,3,68.02,5,0.78,0,2.34,False,False,False,-5.57,0.78,-4.81,0.85,107.32,100.09,0.94,102.12,False,True
O=C(NC1=CCCCC1)Nc1ccnc(Oc2ccccc2)c1,309.37,4.45,2,3,2,63.25,4,0.88,0,2.36,False,False,False,-5.28,0.57,-4.66,0.85,87.89,58.36,0.95,99.03,False,True
Cc1ccc(Cl)c(NC(=S)Nc2ccc3c(c2)C(=O)CCO3)c1,346.84,4.42,2,3,2,50.36,2,0.79,0,2.16,False,True,False,-6.03,0.5,-4.86,0.68,90.89,84.4,0.94,102.37,True,True
Cc1ccc(CN(C)c2nc(C)cc(NC(C)Cn3cnnc3)n2)nc1,352.45,2.22,1,7,3,84.65,7,0.7,0,3.42,False,False,False,-2.54,0.7,-5.55,0.56,38.36,43.58,0.89,64.4,False,True
COc1ccc(N=C2SCCN2C(=O)C(C)SCC(=O)Nc2ccc(C)cc2)cc1,443.59,4.33,1,6,2,71.0,7,0.69,0,2.91,False,True,False,-5.71,0.7,-4.97,0.56,125.81,128.73,0.94,103.56,True,True
CN(Cc1ccnn1Cc1ccccc1)c1ccc([N+](=O)[O-])c2ccccc12,372.43,4.63,0,4,4,64.2,6,0.37,0,2.34,False,True,False,-5.7,0.95,-4.86,0.93,112.64,110.99,0.94,101.7,True,True
Cc1cc(Oc2ccccc2)nc(N2CC(N(C)c3ccccc3)C2)n1,346.43,3.9,0,5,3,41.49,5,0.7,0,2.31,False,False,False,-5.94,0.77,-4.75,0.96,113.99,106.73,0.98,103.5,False,True
Cc1cc(C)cc(C(F)(F)C(=O)NNC(=O)COc2ccc(C)nc2)c1,363.36,2.33,2,4,2,80.32,5,0.8,0,2.55,False,True,False,-3.73,0.33,-5.03,0.86,43.3,50.57,0.97,94.09,True,True
COc1ccc(C=NNc2nc(-c3cc(C(C)=O)cs3)cs2)cc1,357.46,4.53,1,7,3,63.58,6,0.4,0,2.45,False,True,False,-5.42,0.63,-4.94,0.6,123.32,108.54,0.96,101.25,True,True
COCc1ccc(NC(=O)c2csc(C(F)(F)F)c2)cc1,315.32,4.17,1,3,2,38.33,4,0.92,0,2.24,False,False,False,-4.26,0.41,-4.69,0.8,83.62,57.41,0.95,91.89,False,True
COc1cc(F)c(Nc2nc(Br)cnc2N)cc1OC,343.16,2.72,2,6,2,82.29,4,0.89,0,2.49,False,False,False,-4.42,0.7,-4.63,0.69,43.89,43.1,0.98,90.87,False,True
Clc1ccc2sc(Cn3ccnc3-c3ccccc3)cc2c1,324.84,5.47,0,2,4,17.82,3,0.49,0,2.22,False,False,False,-5.94,0.69,-4.85,0.87,105.38,90.75,0.88,100.31,True,True
O=C(NNC(=O)NC1CCS(=O)(=O)C1)Nc1cc2ccccc2o1,352.37,0.96,4,5,2,129.54,2,0.6,0,3.12,False,True,False,-3.63,0.06,-5.18,0.67,13.65,-0.01,0.19,88.56,True,True
COc1cc(C(=O)CSc2cc(N)ccc2Cl)ccn1,308.79,3.3,1,5,2,65.21,5,0.52,0,2.29,False,True,False,-4.38,0.74,-4.46,0.82,110.87,80.48,0.97,94.09,True,True
CN(Cc1ccc2c(c1)CN(C(=O)OC(C)(C)C)C2)Cc1nc2cc(C(F)(F)F)ccc2[nH]1,460.5,5.46,1,4,3,61.46,4,0.56,0,2.63,False,False,False,-4.97,0.96,-5.1,0.82,48.75,81.86,0.94,100.22,True,True
O=C(NC(c1ccccc1)C(CO)Cc1ccccc1)c1cc(OC(F)F)no1,402.4,3.6,2,5,3,84.59,9,0.57,0,3.25,False,False,False,-4.97,0.64,-4.89,0.82,42.46,37.98,0.92,99.72,False,True
CC1(C(=O)O)CCC1(C)C(=O)NCC(=O)Nc1ccc(C(N)=O)cc1,347.37,0.73,4,4,1,138.59,6,0.6,0,3.17,False,False,False,-2.51,0.03,-5.71,0.34,4.9,-2.12,0.04,53.54,False,True
COC(C(=O)NCc1ccc(Br)cc1Br)c1ccc(Br)s1,498.03,5.04,1,3,2,38.33,5,0.63,0,2.97,False,False,False,-5.11,0.48,-4.85,0.9,80.27,75.59,0.96,94.87,True,True
O=C(NCc1ccon1)c1ccnc(I)c1F,347.09,1.74,1,4,2,68.02,3,0.68,0,2.89,False,True,False,-2.81,0.05,-4.47,0.93,44.8,21.74,0.93,68.86,True,True
CS(=O)(=NS(=O)(=O)Oc1cnn(Cc2ccc(F)cc2)c1)c1cccc(Br)c1,488.36,3.61,0,5,3,90.62,6,0.53,0,3.28,False,False,False,-4.12,0.45,-5.07,0.58,27.88,41.77,0.9,100.48,False,True
O=C(CCn1cnc([N+](=O)[O-])c1)N(CC1CC1)c1ncccn1,316.32,1.41,0,6,2,107.05,7,0.56,0,2.94,False,True,False,-3.01,0.24,-4.79,0.91,86.26,65.21,0.83,64.77,True,True
O=S1(=O)CCC(CSc2ccc(C3CCCCC3)cc2)CC1,338.54,4.65,0,3,1,34.14,4,0.75,0,2.39,False,False,False,-5.21,0.6,-4.49,0.95,60.81,43.77,0.95,100.33,False,True
O=C(Nc1cnn(-c2ccc(Cl)cc2)n1)C1CCCC12OCCO2,348.79,2.4,1,5,2,78.27,3,0.92,0,3.79,False,False,False,-5.34,0.38,-4.76,0.96,39.73,36.73,0.98,97.06,False,True
Cc1ccc(NNC(=O)CN(C)c2ncc(C=O)cn2)cc1C,313.36,1.49,2,6,2,87.22,6,0.62,0,2.6,False,True,True,-4.12,0.53,-5.09,0.82,76.29,60.08,0.84,91.0,True,True
Oc1ccc2ccccc2c1-c1cccc(C2(O)CCOC2)c1,306.36,3.82,2,3,3,49.69,2,0.76,0,2.81,False,False,False,-4.08,0.58,-4.83,0.68,64.18,32.65,0.78,96.45,False,True
COc1nc(-c2nc(CS(=O)(=O)c3ccc(C)cc3)cs2)sc1C,380.52,3.87,0,7,3,69.15,5,0.67,0,2.62,False,False,False,-4.07,0.38,-4.71,0.65,80.14,61.17,0.94,98.31,False,True
COCCOC1COCCC1NC(=O)NCCC(=O)N1CCCCCC1,371.48,0.9,2,5,0,89.13,8,0.62,0,3.19,False,True,False,-0.54,0.23,-4.99,0.91,43.07,19.88,0.91,17.12,True,True
CCN(CC(=O)Nc1cnccn1)c1ccc(Cl)c(F)c1,308.74,2.73,1,4,2,58.12,5,0.92,0,2.32,False,False,False,-3.91,0.66,-4.57,0.76,80.2,54.05,0.92,86.24,False,True
COCCc1nc(CS(=O)(=O)Cc2nc(C3CCCCC3)cs2)no1,385.51,2.88,0,8,2,95.18,8,0.69,0,2.9,False,False,False,-3.11,0.48,-4.9,0.87,55.77,42.01,0.96,90.64,False,True
COC(=O)c1nsnc1C(=O)NC(CC(N)=O)C1CCCCC1,340.41,0.88,2,7,1,124.27,6,0.74,0,3.28,False,False,False,-3.33,0.26,-5.03,0.95,54.26,47.33,0.95,81.83,False,True
O=C(NS(=O)(=O)C1(Br)CC1)c1coc(C2CCCCC2)n1,377.26,2.67,1,5,1,89.27,4,0.82,0,3.09,False,True,False,-4.2,0.05,-4.62,0.75,22.17,19.07,0.91,96.23,True,True
O=C(OC1CCCC=C1Br)c1ncc(Cc2ccccc2)s1,378.29,4.72,0,4,2,39.19,4,0.72,0,3.26,False,False,False,-5.57,0.24,-4.77,0.9,133.63,123.82,0.97,101.7,False,True
CC12OCC(NC(=O)c3csc(-c4ccccc4)c3)(CO1)CO2,331.39,2.63,1,5,2,56.79,3,0.94,0,3.79,False,False,False,-4.62,0.19,-4.75,0.93,72.06,60.82,0.92,98.44,False,True
O=[N+]([O-])c1ccc2ccc(Nn3cnc4ccccc43)nc2c1,305.3,3.37,1,5,4,85.88,3,0.46,0,2.47,False,True,False,-5.18,0.76,-4.88,0.65,84.19,69.22,0.95,98.46,True,True
CC(C)(Nc1ncc2cc(Br)cn2n1)c1nc[nH]n1,322.17,1.96,2,5,3,83.79,3,0.77,0,3.86,False,False,False,-3.36,0.21,-5.27,0.61,28.41,12.4,0.82,85.07,False,True
O=C(NC1CC=C(B(O)O)CC1)c1ccc(F)c2ccccc12,313.14,2.2,3,3,2,69.56,3,0.76,0,3.19,False,True,True,-3.59,0.49,-5.2,0.54,11.96,9.22,0.58,85.14,True,False
O=[N+]([O-])c1ccc(Sc2nc(-c3ccc(F)cc3)c[nH]2)nc1-c1ccc(F)cc1,410.41,5.48,1,5,4,84.71,5,0.35,0,2.76,False,True,False,-6.02,0.5,-4.67,0.55,81.78,74.37,0.93,102.99,True,True
O=C(Cc1cc2ccccc2nc1Br)NC1COCCNC1=O,378.23,1.17,2,4,2,80.32,3,0.79,0,3.08,False,True,False,-2.9,0.11,-4.94,0.83,16.03,8.87,0.74,76.54,True,True
Cc1ccc(CSc2nc3ncc(Br)nc3s2)o1,342.24,4.04,0,6,3,51.81,3,0.67,0,3.01,False,False,False,-4.2,0.18,-4.73,0.92,94.28,70.75,0.99,94.89,False,True
COc1nscc1NC(=O)N1CC(Cc2ccccc2)(c2ccccc2)C1,379.49,4.18,1,4,3,54.46,5,0.72,0,2.66,False,False,False,-4.72,0.81,-4.91,0.93,91.79,86.44,0.95,98.46,False,True
CC1(NC(=O)C(=O)NC2CN(C3CCCCC3)C2)COC(C)(C)OC1,353.46,0.78,2,5,0,79.9,3,0.73,0,3.05,False,True,True,-2.39,0.2,-5.06,0.82,19.75,26.81,0.74,48.67,True,True
Cc1ncsc1CCNC(=O)c1cc(Br)cs1,331.26,3.25,1,4,2,41.99,4,0.93,0,2.53,False,False,False,-3.38,0.51,-4.53,0.96,97.35,66.58,0.99,87.24,False,True
